ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),Ç³Çâ(deg),Ç³¼Ó(m/s),°­¼ö·®(mm),ÇöÁö±â¾Ð(hPa),ÇØ¸é±â¾Ð(hPa),½Àµµ(%)
752,¼­±¤,2021-06-23 11:00,24.9,180.3,2.4,0,,,72.9
752,¼­±¤,2021-06-23 12:00,24.6,179.3,3,0,,,73.5
752,¼­±¤,2021-06-23 13:00,24.2,169.9,2.9,0,,,74.4
752,¼­±¤,2021-06-23 14:00,24.4,166.7,1.7,0,,,75
752,¼­±¤,2021-06-23 15:00,25.1,161.3,1.7,0,,,71.5
752,¼­±¤,2021-06-23 16:00,23.8,180.9,2,0,,,75.7
752,¼­±¤,2021-06-23 17:00,24.5,156.5,2,0,,,72.4
752,¼­±¤,2021-06-23 18:00,23.5,161.5,1.9,0,,,74.4
752,¼­±¤,2021-06-23 19:00,22.5,151.5,2.1,0,,,77.3
752,¼­±¤,2021-06-23 20:00,21.7,138.4,1.5,0,,,86.7
752,¼­±¤,2021-06-23 21:00,21.2,135.1,1.1,0,,,89.8
752,¼­±¤,2021-06-23 22:00,20.5,110.7,1,0,,,92.6
752,¼­±¤,2021-06-23 23:00,20.5,107.2,1.2,0,,,92.3
752,¼­±¤,2021-06-24 00:00,20.3,99.2,1.4,0,,,92.4
752,¼­±¤,2021-06-24 01:00,20.3,72.9,1.6,0,,,91.2
752,¼­±¤,2021-06-24 02:00,19.1,55.1,1.5,0,,,93.8
752,¼­±¤,2021-06-24 03:00,18.8,70.3,1.4,0,,,94.5
752,¼­±¤,2021-06-24 04:00,19.2,55.9,1.6,0,,,93.1
752,¼­±¤,2021-06-24 05:00,19.3,78.1,1.6,0,,,90.5
752,¼­±¤,2021-06-24 06:00,19.6,78.5,1.8,0,,,91.6
752,¼­±¤,2021-06-24 07:00,21.3,103.7,1.6,0,,,85.3
752,¼­±¤,2021-06-24 08:00,22.7,108.8,1.9,0,,,79.4
752,¼­±¤,2021-06-24 09:00,24,131.3,2.2,0,,,76.3
752,¼­±¤,2021-06-24 10:00,24.6,151.6,2.7,0,,,69.2
752,¼­±¤,2021-06-24 11:00,24.8,149.3,3.4,0,,,70.8
752,¼­±¤,2021-06-24 12:00,24.6,163.5,3.1,0,,,71.8
752,¼­±¤,2021-06-24 13:00,25.6,149.6,2.9,0,,,70.4
752,¼­±¤,2021-06-24 14:00,24.6,163.5,3.9,0,,,71
752,¼­±¤,2021-06-24 15:00,25,158.7,3,0,,,72.3
752,¼­±¤,2021-06-24 16:00,24.2,142.3,3.2,0,,,70.9
752,¼­±¤,2021-06-24 17:00,23,166.7,2.8,0,,,77.1
752,¼­±¤,2021-06-24 18:00,22.9,137.9,2.1,0,,,78.8
752,¼­±¤,2021-06-24 19:00,22.2,113.5,2.3,0,,,84.5
752,¼­±¤,2021-06-24 20:00,21.4,112.7,1.8,0,,,87.3
752,¼­±¤,2021-06-24 21:00,21.1,101.3,1.9,0,,,88.5
752,¼­±¤,2021-06-24 22:00,21.3,105.8,1.9,0,,,86.8
752,¼­±¤,2021-06-24 23:00,20.8,93.3,1.4,0,,,87.9
752,¼­±¤,2021-06-25 00:00,20.9,101.6,1.4,0,,,86.7
752,¼­±¤,2021-06-25 01:00,20.9,86.5,1.7,0,,,87.7
752,¼­±¤,2021-06-25 02:00,21,88.3,1.7,0,,,88.3
752,¼­±¤,2021-06-25 03:00,20.6,89.7,1.4,0,,,89.3
752,¼­±¤,2021-06-25 04:00,20.3,86.1,1.6,0,,,90.5
752,¼­±¤,2021-06-25 05:00,19.9,52,1.4,0,,,84.9
752,¼­±¤,2021-06-25 06:00,20.1,104.5,1.4,0,,,81.9
752,¼­±¤,2021-06-25 07:00,21.3,108.9,1.7,0,,,80.5
752,¼­±¤,2021-06-25 08:00,22.7,109,2.7,0,,,80.9
752,¼­±¤,2021-06-25 09:00,23.3,134.7,2.1,0,,,75.2
752,¼­±¤,2021-06-25 10:00,24.2,139.3,2.6,0,,,75.7
752,¼­±¤,2021-06-25 11:00,24.4,129.4,2.7,0,,,72.9
752,¼­±¤,2021-06-25 12:00,25.4,147,3.1,0,,,68.4
752,¼­±¤,2021-06-25 13:00,24.6,137.2,3.2,0,,,71.5
752,¼­±¤,2021-06-25 14:00,24.8,143.6,3.5,0,,,67.6
752,¼­±¤,2021-06-25 15:00,24.7,139.2,3.3,0,,,67.5
752,¼­±¤,2021-06-25 16:00,24.4,144.4,4.2,0,,,68.1
752,¼­±¤,2021-06-25 17:00,23.2,142.2,3.3,0,,,71.3
752,¼­±¤,2021-06-25 18:00,22.7,129.4,2.6,0,,,75.4
752,¼­±¤,2021-06-25 19:00,22.4,130.3,2.3,0,,,77.7
752,¼­±¤,2021-06-25 20:00,21.9,112.6,2.1,0,,,80.6
752,¼­±¤,2021-06-25 21:00,21.7,138.3,1.8,0,,,76.8
752,¼­±¤,2021-06-25 22:00,21.1,91,1.5,0,,,83.3
752,¼­±¤,2021-06-25 23:00,21.4,97.7,1.5,0,,,83.8
752,¼­±¤,2021-06-26 00:00,20.5,74.6,1.6,0,,,78.7
752,¼­±¤,2021-06-26 01:00,21.5,86.3,1.3,0,,,71
752,¼­±¤,2021-06-26 02:00,21.4,68.8,1.7,0,,,74.4
752,¼­±¤,2021-06-26 03:00,20.8,44.3,1.7,0,,,87
752,¼­±¤,2021-06-26 04:00,21.2,83.8,1.5,0,,,83.9
752,¼­±¤,2021-06-26 05:00,21.3,78,1,0,,,87.4
752,¼­±¤,2021-06-26 06:00,21.5,70.2,1.3,0,,,83.9
752,¼­±¤,2021-06-26 07:00,22,87,1.3,0,,,83.2
752,¼­±¤,2021-06-26 08:00,22.5,84.7,1.8,0,,,80.2
752,¼­±¤,2021-06-26 09:00,23,121.9,2.2,0,,,80.2
752,¼­±¤,2021-06-26 10:00,23.7,131.7,2.1,0,,,78.8
752,¼­±¤,2021-06-26 11:00,24.2,123.9,2.3,0,,,74.5
752,¼­±¤,2021-06-26 12:00,25.8,132.2,2.1,0,,,67.9
752,¼­±¤,2021-06-26 13:00,26.5,124.7,3.6,0,,,68.6
752,¼­±¤,2021-06-26 14:00,26.3,113.5,4,0,,,68.9
752,¼­±¤,2021-06-26 15:00,26.1,122.3,3.3,0,,,69.2
752,¼­±¤,2021-06-26 16:00,26.3,130.9,3.8,0,,,69.8
752,¼­±¤,2021-06-26 17:00,25.3,128.4,3.1,0,,,66.6
752,¼­±¤,2021-06-26 18:00,24.7,122.8,3,0,,,70.4
752,¼­±¤,2021-06-26 19:00,24.2,104.4,2.6,0,,,71.2
752,¼­±¤,2021-06-26 20:00,23.7,104.2,2.7,0,,,74.5
752,¼­±¤,2021-06-26 21:00,23.8,120.9,2.5,0,,,79.6
752,¼­±¤,2021-06-26 22:00,23.6,107.6,2.4,0,,,81.3
752,¼­±¤,2021-06-26 23:00,23.1,105.4,2.9,0,,,84.5
752,¼­±¤,2021-06-27 00:00,22.8,126.5,2.4,0,,,85.4
752,¼­±¤,2021-06-27 01:00,22.6,98.4,2.2,0,,,86
752,¼­±¤,2021-06-27 02:00,22.4,105.2,1.7,0,,,86.5
752,¼­±¤,2021-06-27 03:00,22.7,105.5,2,0,,,82.3
752,¼­±¤,2021-06-27 04:00,22.2,97.7,1.5,0,,,84.5
752,¼­±¤,2021-06-27 05:00,21.5,100.2,1,0,,,88.6
752,¼­±¤,2021-06-27 06:00,20.7,0,.2,0,,,93
752,¼­±¤,2021-06-27 07:00,21.6,308,1.4,0,,,91.3
752,¼­±¤,2021-06-27 08:00,22.9,126.9,2,0,,,85.1
752,¼­±¤,2021-06-27 09:00,24.6,125.3,2.5,0,,,76.5
752,¼­±¤,2021-06-27 10:00,25.5,127.4,2.8,0,,,69.8
752,¼­±¤,2021-06-27 11:00,25.9,0,.4,0,,,71.9
752,¼­±¤,2021-06-27 12:00,27.1,169.8,2.9,0,,,65.1
752,¼­±¤,2021-06-27 13:00,26.1,164.7,2.4,0,,,70.1
752,¼­±¤,2021-06-27 14:00,22.9,283.7,1.7,0,,,86.2
752,¼­±¤,2021-06-27 15:00,23.5,327.8,1.7,0,,,84.7
752,¼­±¤,2021-06-27 16:00,23.9,336.7,2.1,0,,,84.3
752,¼­±¤,2021-06-27 17:00,24.3,330.2,.7,0,,,81.5
752,¼­±¤,2021-06-27 18:00,23.7,291.7,.8,0,,,83.1
752,¼­±¤,2021-06-27 19:00,23.2,273.7,1.1,0,,,86.1
752,¼­±¤,2021-06-27 20:00,21.6,0,0,0,,,92.8
752,¼­±¤,2021-06-27 21:00,20.8,5.7,.8,0,,,94.6
752,¼­±¤,2021-06-27 22:00,20.8,0,.3,0,,,95.4
752,¼­±¤,2021-06-27 23:00,20.8,0,0,0,,,95.1
752,¼­±¤,2021-06-28 00:00,20.5,0,.4,0,,,95.1
752,¼­±¤,2021-06-28 01:00,20.6,72.5,.9,0,,,94.9
752,¼­±¤,2021-06-28 02:00,20.7,334.8,2.1,0,,,96.6
752,¼­±¤,2021-06-28 03:00,20.9,17.2,2.2,0,,,94.3
752,¼­±¤,2021-06-28 04:00,20.5,19,.6,0,,,93.6
752,¼­±¤,2021-06-28 05:00,19.7,7.5,.6,0,,,93.6
752,¼­±¤,2021-06-28 06:00,20,37.1,.7,0,,,91.3
752,¼­±¤,2021-06-28 07:00,21.7,0,0,0,,,89.2
752,¼­±¤,2021-06-28 08:00,23.9,333.7,1.1,0,,,82.5
752,¼­±¤,2021-06-28 09:00,24.8,235.3,1.1,0,,,75
752,¼­±¤,2021-06-28 10:00,25.9,240.7,1.4,0,,,73.3
752,¼­±¤,2021-06-28 11:00,26,284,1,0,,,73.7
752,¼­±¤,2021-06-28 12:00,27,235.9,1.5,0,,,68.9
752,¼­±¤,2021-06-28 13:00,25.4,189.4,1.8,0,,,75.6
752,¼­±¤,2021-06-28 14:00,25.2,268.3,2.1,0,,,79.6
752,¼­±¤,2021-06-28 15:00,26.6,270.6,1.9,0,,,76.1
752,¼­±¤,2021-06-28 16:00,27.1,253.7,.6,0,,,70.5
752,¼­±¤,2021-06-28 17:00,24.8,197,2.1,0,,,77.4
752,¼­±¤,2021-06-28 18:00,24.4,236.7,.6,0,,,82.3
752,¼­±¤,2021-06-28 19:00,23.4,277.9,1.2,0,,,85.5
752,¼­±¤,2021-06-28 20:00,22,314.8,.9,0,,,90.3
752,¼­±¤,2021-06-28 21:00,20.8,0,.1,0,,,92.7
752,¼­±¤,2021-06-28 22:00,20.3,32.7,1.2,0,,,94.5
752,¼­±¤,2021-06-28 23:00,19.8,254.7,.6,0,,,95.7
752,¼­±¤,2021-06-29 00:00,19.3,288.7,1.3,0,,,95.5
752,¼­±¤,2021-06-29 01:00,19.1,33.8,1.6,0,,,94.5
752,¼­±¤,2021-06-29 02:00,18.8,37.6,1.6,0,,,94.4
752,¼­±¤,2021-06-29 03:00,18.7,33.2,1.6,0,,,95.1
752,¼­±¤,2021-06-29 04:00,18.7,35.7,1.5,0,,,95
752,¼­±¤,2021-06-29 05:00,18,30.4,1,0,,,95.7
752,¼­±¤,2021-06-29 06:00,18.4,37.5,2,0,,,95.9
752,¼­±¤,2021-06-29 07:00,21.7,0,0,0,,,86.5
752,¼­±¤,2021-06-29 08:00,22.9,0,0,0,,,79.9
752,¼­±¤,2021-06-29 09:00,23.9,0,.2,0,,,74
752,¼­±¤,2021-06-29 10:00,24.8,0,.2,0,,,73.1
752,¼­±¤,2021-06-29 11:00,24.6,189.5,.7,0,,,74.2
752,¼­±¤,2021-06-29 12:00,24.9,226.6,1.9,0,,,76.9
752,¼­±¤,2021-06-29 13:00,23.9,169.4,1.7,0,,,85
752,¼­±¤,2021-06-29 14:00,22.6,211,1.1,0,,,87.3
752,¼­±¤,2021-06-29 15:00,24.2,190,1.7,0,,,81
752,¼­±¤,2021-06-29 16:00,25.2,0,.1,0,,,77.5
752,¼­±¤,2021-06-29 17:00,25.6,302.9,1.6,0,,,77
752,¼­±¤,2021-06-29 18:00,24.2,335.3,1.5,0,,,83
752,¼­±¤,2021-06-29 19:00,23.1,324,1,0,,,86.8
752,¼­±¤,2021-06-29 20:00,22,0,0,0,,,90.5
752,¼­±¤,2021-06-29 21:00,21.3,0,.3,0,,,92.2
752,¼­±¤,2021-06-29 22:00,21,0,.4,0,,,93.6
752,¼­±¤,2021-06-29 23:00,21.2,0,0,0,,,95.1
752,¼­±¤,2021-06-30 00:00,20.7,41.6,1.3,0,,,94.2
752,¼­±¤,2021-06-30 01:00,19.5,33.5,1.3,0,,,94.9
752,¼­±¤,2021-06-30 02:00,19.3,25.7,1.2,0,,,96.3
752,¼­±¤,2021-06-30 03:00,19,0,.4,0,,,96.3
752,¼­±¤,2021-06-30 04:00,18.4,12.5,.8,0,,,96.5
752,¼­±¤,2021-06-30 05:00,19.3,351.1,.6,0,,,95.8
752,¼­±¤,2021-06-30 06:00,18.9,51,1.9,0,,,94.4
752,¼­±¤,2021-06-30 07:00,21.4,14.1,.9,0,,,83.8
752,¼­±¤,2021-06-30 08:00,23.1,0,.4,0,,,81.1
752,¼­±¤,2021-06-30 09:00,22.8,0,0,0,,,80
752,¼­±¤,2021-06-30 10:00,23.7,298.1,.5,0,,,79.1
752,¼­±¤,2021-06-30 11:00,25.3,123.3,.7,0,,,68.6
752,¼­±¤,2021-06-30 12:00,25.9,172.7,1.8,0,,,67.6
752,¼­±¤,2021-06-30 13:00,24.8,272.3,1.3,0,,,76.8
752,¼­±¤,2021-06-30 14:00,25.1,240.9,.6,0,,,80.4
752,¼­±¤,2021-06-30 15:00,26.7,125.5,2.1,0,,,70.8
752,¼­±¤,2021-06-30 16:00,26.8,155.7,1.6,0,,,67.3
752,¼­±¤,2021-06-30 17:00,26.1,185.1,.5,0,,,68.3
752,¼­±¤,2021-06-30 18:00,25.3,259.5,1.5,0,,,76.4
752,¼­±¤,2021-06-30 19:00,24.4,0,.2,0,,,82.8
752,¼­±¤,2021-06-30 20:00,23.1,296.3,.5,0,,,86.6
752,¼­±¤,2021-06-30 21:00,21.2,0,.3,0,,,92.4
752,¼­±¤,2021-06-30 22:00,21,0,0,0,,,92.1
752,¼­±¤,2021-06-30 23:00,20.2,39.6,.5,0,,,94.8
752,¼­±¤,2021-07-01 00:00,20.8,35.6,1.2,0,,,93.5
752,¼­±¤,2021-07-01 01:00,19.8,51.8,1.1,0,,,94.4
752,¼­±¤,2021-07-01 02:00,21,52.5,.6,0,,,90.6
752,¼­±¤,2021-07-01 03:00,21.1,0,.1,0,,,92.7
752,¼­±¤,2021-07-01 04:00,21,0,.1,0,,,92.6
752,¼­±¤,2021-07-01 05:00,20.2,0,.1,0,,,95.6
752,¼­±¤,2021-07-01 06:00,21.1,0,.2,0,,,93.6
752,¼­±¤,2021-07-01 07:00,22.9,17.3,1.9,0,,,82.6
752,¼­±¤,2021-07-01 08:00,23.7,139.2,1.7,0,,,81.9
752,¼­±¤,2021-07-01 09:00,25.5,0,0,0,,,74.2
752,¼­±¤,2021-07-01 10:00,26.5,285.4,.6,0,,,72.1
752,¼­±¤,2021-07-01 11:00,26.6,213.2,1.7,0,,,76.2
752,¼­±¤,2021-07-01 12:00,26.8,215.5,1.6,0,,,74.7
752,¼­±¤,2021-07-01 13:00,25.8,237.3,1.6,0,,,80.2
752,¼­±¤,2021-07-01 14:00,26.4,256.2,2.2,0,,,77.1
752,¼­±¤,2021-07-01 15:00,26.1,196.1,.7,0,,,77
752,¼­±¤,2021-07-01 16:00,26.2,183.7,1.5,0,,,77
752,¼­±¤,2021-07-01 17:00,26.3,174.6,1.1,0,,,72.6
752,¼­±¤,2021-07-01 18:00,25.6,327.7,1.7,0,,,81.9
752,¼­±¤,2021-07-01 19:00,23.4,302.6,1.5,0,,,88.8
752,¼­±¤,2021-07-01 20:00,22.7,308.4,.8,0,,,92.6
752,¼­±¤,2021-07-01 21:00,22.3,0,0,0,,,94.9
752,¼­±¤,2021-07-01 22:00,21.3,30.4,1.3,0,,,95.5
752,¼­±¤,2021-07-01 23:00,20.9,22.6,1.3,0,,,95.3
752,¼­±¤,2021-07-02 00:00,21.9,336.4,2.2,0,,,95.3
752,¼­±¤,2021-07-02 01:00,21.5,26.3,1.7,0,,,95.6
752,¼­±¤,2021-07-02 02:00,21.5,25,1.1,0,,,92.3
752,¼­±¤,2021-07-02 03:00,20.8,51.7,1.8,0,,,91.1
752,¼­±¤,2021-07-02 04:00,20.2,39.9,1.3,0,,,92.3
752,¼­±¤,2021-07-02 05:00,20.6,13.1,.9,0,,,94.2
752,¼­±¤,2021-07-02 06:00,20.9,39.1,1.4,0,,,96
752,¼­±¤,2021-07-02 07:00,22.4,0,.4,0,,,90.6
752,¼­±¤,2021-07-02 08:00,23.2,0,.4,0,,,88.3
752,¼­±¤,2021-07-02 09:00,24.4,0,.1,0,,,80.1
752,¼­±¤,2021-07-02 10:00,24.5,185.4,1.1,0,,,80.1
752,¼­±¤,2021-07-02 11:00,25,137.5,2.2,0,,,79.8
752,¼­±¤,2021-07-02 12:00,25.3,119.9,1.5,0,,,80.7
752,¼­±¤,2021-07-02 13:00,24.5,286.9,.7,0,,,84.4
752,¼­±¤,2021-07-02 14:00,25.2,153.2,1.6,0,,,80.2
752,¼­±¤,2021-07-02 15:00,25.4,146.7,2.3,0,,,81.6
752,¼­±¤,2021-07-02 16:00,25.9,133.7,2.4,0,,,79.5
752,¼­±¤,2021-07-02 17:00,25,132.3,2.1,0,,,81.3
752,¼­±¤,2021-07-02 18:00,24.4,154.1,2.8,0,,,84.9
752,¼­±¤,2021-07-02 19:00,24.1,114.2,2.3,0,,,85.4
752,¼­±¤,2021-07-02 20:00,23.4,122.1,2.2,0,,,88.3
752,¼­±¤,2021-07-02 21:00,23.2,100.5,3.7,0,,,89.7
752,¼­±¤,2021-07-02 22:00,23.2,112.1,2.8,0,,,88.5
752,¼­±¤,2021-07-02 23:00,23.3,124,3.4,0,,,87.8
752,¼­±¤,2021-07-03 00:00,23.3,109.8,3.5,0,,,87.2
752,¼­±¤,2021-07-03 01:00,23,96.1,3.2,0,,,88.7
752,¼­±¤,2021-07-03 02:00,23.1,101.5,2.4,0,,,88
752,¼­±¤,2021-07-03 03:00,23.2,109,3.1,0,,,87.7
752,¼­±¤,2021-07-03 04:00,23.3,104.2,2.5,0,,,86.3
752,¼­±¤,2021-07-03 05:00,22.4,115.5,2.6,2,,,94.1
752,¼­±¤,2021-07-03 06:00,22.5,119.3,3.2,4.5,,,95.5
752,¼­±¤,2021-07-03 07:00,22.8,114.8,4.2,5.5,,,95.1
752,¼­±¤,2021-07-03 08:00,22.9,116.9,4,13,,,96.1
752,¼­±¤,2021-07-03 09:00,23.8,115.1,3.7,1.5,,,93.4
752,¼­±¤,2021-07-03 10:00,24.3,176.7,3.1,1,,,95.3
752,¼­±¤,2021-07-03 11:00,24.9,181.4,4.2,0,,,98
752,¼­±¤,2021-07-03 12:00,25.2,167.5,4.4,0,,,95.6
752,¼­±¤,2021-07-03 13:00,25.1,158.1,4.8,0,,,95.2
752,¼­±¤,2021-07-03 14:00,25.3,164.3,4.3,0,,,94.8
752,¼­±¤,2021-07-03 15:00,25.4,163.8,5.3,0,,,93.6
752,¼­±¤,2021-07-03 16:00,25.3,160.1,5.6,0,,,94.1
752,¼­±¤,2021-07-03 17:00,25.3,161.5,5.3,0,,,94.6
752,¼­±¤,2021-07-03 18:00,25,165.1,5.3,0,,,96.5
752,¼­±¤,2021-07-03 19:00,24.9,161.5,5.5,0,,,96.2
752,¼­±¤,2021-07-03 20:00,24.9,165.1,6,.5,,,96.4
752,¼­±¤,2021-07-03 21:00,24.9,162,6.5,0,,,96.7
752,¼­±¤,2021-07-03 22:00,24.9,169.3,6.1,0,,,95.9
752,¼­±¤,2021-07-03 23:00,24.8,176.6,5.8,0,,,95.3
752,¼­±¤,2021-07-04 00:00,24.7,196.1,5.5,0,,,97.2
752,¼­±¤,2021-07-04 01:00,24.6,195,5.1,0,,,98.3
752,¼­±¤,2021-07-04 02:00,24.4,208.9,4.3,0,,,98.8
752,¼­±¤,2021-07-04 03:00,24.2,191.2,4.7,1,,,99
752,¼­±¤,2021-07-04 04:00,22.4,237.7,2.1,2.5,,,99
752,¼­±¤,2021-07-04 05:00,21.7,260.3,2.6,7.5,,,99
752,¼­±¤,2021-07-04 06:00,21.8,277.9,2.2,8,,,99
752,¼­±¤,2021-07-04 07:00,21.6,0,.4,1,,,99
752,¼­±¤,2021-07-04 08:00,21.8,22.8,.5,.5,,,98.5
752,¼­±¤,2021-07-04 09:00,22.4,322.1,.9,0,,,95.3
752,¼­±¤,2021-07-04 10:00,21.2,0,.1,6,,,97.7
752,¼­±¤,2021-07-04 11:00,21.5,63.4,.9,5,,,98
752,¼­±¤,2021-07-04 12:00,21.9,0,0,3.5,,,98.2
752,¼­±¤,2021-07-04 13:00,22.7,0,0,1,,,96.9
752,¼­±¤,2021-07-04 14:00,22.5,0,.1,0,,,95.4
752,¼­±¤,2021-07-04 15:00,23.8,0,.3,0,,,92.5
752,¼­±¤,2021-07-04 16:00,23,0,.3,0,,,92.4
752,¼­±¤,2021-07-04 17:00,22.4,252.1,.7,1,,,96.7
752,¼­±¤,2021-07-04 18:00,22.6,0,.2,1.5,,,97.5
752,¼­±¤,2021-07-04 19:00,22.2,0,0,2,,,98
752,¼­±¤,2021-07-04 20:00,22.2,130.6,1.5,5,,,99
752,¼­±¤,2021-07-04 21:00,22.4,110.1,2.5,2,,,98.6
752,¼­±¤,2021-07-04 22:00,23.2,106,2.1,0,,,94.8
752,¼­±¤,2021-07-04 23:00,23.2,119.2,2.3,0,,,95.6
752,¼­±¤,2021-07-05 00:00,23.6,135,3.1,2.5,,,98.3
752,¼­±¤,2021-07-05 01:00,24.7,186,4.6,0,,,99
752,¼­±¤,2021-07-05 02:00,24.6,199,3.6,0,,,99
752,¼­±¤,2021-07-05 03:00,24.5,186.3,3.6,0,,,99
752,¼­±¤,2021-07-05 04:00,24.4,187.4,2.9,0,,,99
752,¼­±¤,2021-07-05 05:00,24.4,189.4,3.3,0,,,99
752,¼­±¤,2021-07-05 06:00,24.4,182.7,4.2,0,,,99
752,¼­±¤,2021-07-05 07:00,24.4,182.8,3.2,0,,,99
752,¼­±¤,2021-07-05 08:00,24.4,190,2.7,0,,,99
752,¼­±¤,2021-07-05 09:00,24.6,191.4,2.8,0,,,99
752,¼­±¤,2021-07-05 10:00,25,190.2,2.9,0,,,98.6
752,¼­±¤,2021-07-05 11:00,25.2,192,3.1,0,,,97.2
752,¼­±¤,2021-07-05 12:00,25.6,205.9,2.5,0,,,95
752,¼­±¤,2021-07-05 13:00,25.5,189.9,2.8,.5,,,97.4
752,¼­±¤,2021-07-05 14:00,25.2,179,2.9,0,,,96.2
752,¼­±¤,2021-07-05 15:00,25.4,171,3.7,0,,,95
752,¼­±¤,2021-07-05 16:00,25.3,169.9,3.7,0,,,95.8
752,¼­±¤,2021-07-05 17:00,25.1,165.8,3.4,0,,,95.4
752,¼­±¤,2021-07-05 18:00,25.1,164.4,4.3,0,,,95.3
752,¼­±¤,2021-07-05 19:00,25,159.8,5.6,0,,,95.7
752,¼­±¤,2021-07-05 20:00,25,164.5,5.6,0,,,95.9
752,¼­±¤,2021-07-05 21:00,24.8,169.9,5.2,0,,,97.5
752,¼­±¤,2021-07-05 22:00,24.8,178.9,4.5,0,,,98.7
752,¼­±¤,2021-07-05 23:00,24.7,168.8,5.1,0,,,99
752,¼­±¤,2021-07-06 00:00,24.6,177.3,4.8,0,,,98.7
752,¼­±¤,2021-07-06 01:00,24.6,181.9,4.8,0,,,97.5
752,¼­±¤,2021-07-06 02:00,24.6,182.3,4.3,0,,,97.6
752,¼­±¤,2021-07-06 03:00,24.5,181,4.9,0,,,97.4
752,¼­±¤,2021-07-06 04:00,24.5,187.6,4.8,0,,,97.5
752,¼­±¤,2021-07-06 05:00,24.5,177.5,4.1,0,,,98.1
752,¼­±¤,2021-07-06 06:00,24.5,180.2,4.5,0,,,98.1
752,¼­±¤,2021-07-06 07:00,24.5,182.1,3.7,0,,,97.6
752,¼­±¤,2021-07-06 08:00,24.6,182.8,4.1,0,,,96.8
752,¼­±¤,2021-07-06 09:00,24.9,181.9,3.3,0,,,97
752,¼­±¤,2021-07-06 10:00,25.1,183.9,4.1,0,,,96.8
752,¼­±¤,2021-07-06 11:00,25.4,182.5,4,0,,,93.9
752,¼­±¤,2021-07-06 12:00,25.5,191.3,4.1,0,,,94.5
752,¼­±¤,2021-07-06 13:00,26,196.2,3.4,0,,,93.4
752,¼­±¤,2021-07-06 14:00,26,197.1,3.9,0,,,93.4
752,¼­±¤,2021-07-06 15:00,25.8,195.6,3.4,0,,,94.2
752,¼­±¤,2021-07-06 16:00,26,205,3.6,0,,,94.5
752,¼­±¤,2021-07-06 17:00,25.4,193.7,3,0,,,97.6
752,¼­±¤,2021-07-06 18:00,25.3,195.1,3.4,0,,,97.6
752,¼­±¤,2021-07-06 19:00,25.2,170.5,3.7,0,,,98.8
752,¼­±¤,2021-07-06 20:00,25.2,183.7,3.5,0,,,98.8
752,¼­±¤,2021-07-06 21:00,25.2,179.8,4.6,0,,,98.8
752,¼­±¤,2021-07-06 22:00,25.3,165.7,4.8,0,,,98.6
752,¼­±¤,2021-07-06 23:00,25.1,172.6,3.4,0,,,99
752,¼­±¤,2021-07-07 00:00,25,170.2,3.4,0,,,99
752,¼­±¤,2021-07-07 01:00,25,167.6,3.7,0,,,99
752,¼­±¤,2021-07-07 02:00,25.1,170.1,3.8,0,,,99
752,¼­±¤,2021-07-07 03:00,25.1,174.7,3.5,0,,,99
752,¼­±¤,2021-07-07 04:00,25,174.6,3.5,0,,,99
752,¼­±¤,2021-07-07 05:00,25.2,186.2,4.2,0,,,99
752,¼­±¤,2021-07-07 06:00,25.1,184.1,4.1,0,,,99
752,¼­±¤,2021-07-07 07:00,25,185.1,3.9,0,,,99
752,¼­±¤,2021-07-07 08:00,25.3,178.5,4.2,0,,,99
752,¼­±¤,2021-07-07 09:00,25.2,180.3,4.3,0,,,98.1
752,¼­±¤,2021-07-07 10:00,25,193.7,3.8,8,,,98.7
752,¼­±¤,2021-07-07 11:00,25.1,175,4.9,12.5,,,99
752,¼­±¤,2021-07-07 12:00,26,179.6,5,0,,,98.6
752,¼­±¤,2021-07-07 13:00,25.6,177.5,4.4,0,,,97
752,¼­±¤,2021-07-07 14:00,25.3,176.7,4.2,0,,,97.7
752,¼­±¤,2021-07-07 15:00,25.3,192.9,4.5,0,,,98.2
752,¼­±¤,2021-07-07 16:00,25.2,211.6,2.8,0,,,98.5
752,¼­±¤,2021-07-07 17:00,25.1,211.2,3,0,,,99
752,¼­±¤,2021-07-07 18:00,25,216.2,2.7,0,,,99
752,¼­±¤,2021-07-07 19:00,24.9,210,2.6,0,,,99
752,¼­±¤,2021-07-07 20:00,24.9,208.5,2.4,0,,,99
752,¼­±¤,2021-07-07 21:00,24.7,202.4,2.2,0,,,99
752,¼­±¤,2021-07-07 22:00,24.6,195,2.3,0,,,99
752,¼­±¤,2021-07-07 23:00,24.7,172.8,2.5,0,,,98.9
752,¼­±¤,2021-07-08 00:00,24.7,207.7,1.4,0,,,99
752,¼­±¤,2021-07-08 01:00,24.7,194.2,1.8,0,,,99
752,¼­±¤,2021-07-08 02:00,24.6,213.1,1.6,0,,,99
752,¼­±¤,2021-07-08 03:00,24.6,235.7,1.9,0,,,99
752,¼­±¤,2021-07-08 04:00,24.6,228.3,1,0,,,99
752,¼­±¤,2021-07-08 05:00,24.5,196.5,.6,0,,,99
752,¼­±¤,2021-07-08 06:00,24.5,235.9,1.8,0,,,99
752,¼­±¤,2021-07-08 07:00,24.5,0,.1,.5,,,99
752,¼­±¤,2021-07-08 08:00,24.9,0,.1,0,,,98.9
