瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
862,价寸,2021-07-18 07:00,23.4,112.6,4.6,.5,987.5,1009.7,99.9
862,价寸,2021-07-18 08:00,23.4,116.4,5.1,2.5,987.6,1009.8,99.9
862,价寸,2021-07-18 09:00,23.4,119.5,4,0,987.8,1010,99.9
862,价寸,2021-07-18 10:00,24.5,110.3,2.9,.5,987.8,1009.9,99.9
862,价寸,2021-07-18 11:00,25.8,114.2,5.1,0,987.7,1009.8,98.5
862,价寸,2021-07-18 12:00,26.3,115.3,5.3,0,987.5,1009.6,93.6
862,价寸,2021-07-18 13:00,26.5,116.1,5.3,0,987.7,1009.8,92
862,价寸,2021-07-18 14:00,26.6,113,5,0,987.4,1009.4,91.7
862,价寸,2021-07-18 15:00,27.7,119.5,4.2,0,987.4,1009.3,86.2
862,价寸,2021-07-18 16:00,26.7,111.1,4.7,0,987.4,1009.4,90.8
862,价寸,2021-07-18 17:00,26.4,119.1,4.6,1,987.5,1009.6,93.4
862,价寸,2021-07-18 18:00,26,117.4,4.4,0,987.5,1009.6,94.3
862,价寸,2021-07-18 19:00,24.2,191.4,1.6,3.5,987.7,1009.8,99.9
862,价寸,2021-07-18 20:00,25,123.8,3.1,0,987.6,1009.8,99.9
862,价寸,2021-07-18 21:00,25.1,116.1,4,.5,987.6,1009.8,99.9
862,价寸,2021-07-18 22:00,24.5,147.7,3.9,2,988.6,1010.7,99.9
862,价寸,2021-07-18 23:00,23,141.7,2.7,5,989.1,1011.4,99.9
862,价寸,2021-07-19 00:00,23.1,139.3,2,1.5,988.8,1011.1,99.9
862,价寸,2021-07-19 01:00,24.2,160.6,1.9,0,988.7,1010.8,99.9
862,价寸,2021-07-19 02:00,24.2,124.7,1.8,.5,988.7,1010.8,99.9
862,价寸,2021-07-19 03:00,24.2,0,0,0,988.7,1010.8,99.9
862,价寸,2021-07-19 04:00,24.1,197.4,1.1,0,989.1,1011.2,99.9
862,价寸,2021-07-19 05:00,24,0,.2,0,989.1,1011.3,99.9
862,价寸,2021-07-19 06:00,23.8,99.7,2.1,0,989.5,1011.7,99.9
862,价寸,2021-07-19 07:00,23.2,123.5,3.8,4.5,990,1012.3,99.9
862,价寸,2021-07-19 08:00,25,115.7,4.2,2,990.2,1012.5,99.9
862,价寸,2021-07-19 09:00,26,115.8,3.5,0,989.9,1012.1,99.6
862,价寸,2021-07-19 10:00,27.5,113.4,4.7,0,989.8,1011.8,87
862,价寸,2021-07-19 11:00,28.1,108,5.2,0,990.1,1012.1,88.9
862,价寸,2021-07-19 12:00,28.3,118.7,4.9,0,990,1011.9,85.5
862,价寸,2021-07-19 13:00,28.9,119.6,4,0,990,1011.9,81
862,价寸,2021-07-19 14:00,28.7,111.4,4.8,0,990.1,1012,82.4
862,价寸,2021-07-19 15:00,28.7,112.1,4.4,0,989.9,1011.8,81.8
862,价寸,2021-07-19 16:00,28.8,107.5,4.3,0,989.8,1011.7,83.8
862,价寸,2021-07-19 17:00,29,95.2,3.7,0,989.6,1011.5,84.8
862,价寸,2021-07-19 18:00,27.3,91.1,3.4,0,989.7,1011.7,91.9
862,价寸,2021-07-19 19:00,26.7,103.5,2.6,0,990.1,1012.2,93.9
862,价寸,2021-07-19 20:00,25.7,112.1,2,0,990.2,1012.4,99.9
862,价寸,2021-07-19 21:00,25.4,107.1,1.2,0,990.5,1012.7,99.9
862,价寸,2021-07-19 22:00,25.3,0,.2,0,991,1013.3,99.9
862,价寸,2021-07-19 23:00,25.7,103.4,1.3,0,991.3,1013.5,99.9
862,价寸,2021-07-20 00:00,25.3,0,.4,0,991.1,1013.4,99.9
862,价寸,2021-07-20 01:00,25.6,107.6,1.1,0,990.9,1013.1,99.9
862,价寸,2021-07-20 02:00,25.5,99.5,1.4,0,990.6,1012.8,99.9
862,价寸,2021-07-20 03:00,25.3,105.1,.8,0,990.7,1013,99.9
862,价寸,2021-07-20 04:00,25.1,93.5,1.4,0,990.7,1013,99.9
862,价寸,2021-07-20 05:00,25.1,0,0,.5,991,1013.3,99.9
862,价寸,2021-07-20 06:00,25.2,78.5,1.6,0,991.2,1013.5,99.9
862,价寸,2021-07-20 07:00,25.5,80.4,1.4,0,991.6,1013.9,99.9
862,价寸,2021-07-20 08:00,26,83.3,2.2,0,991.8,1014,99.9
862,价寸,2021-07-20 09:00,27.2,57.1,2.1,0,991.9,1014,99
862,价寸,2021-07-20 10:00,27.1,72.9,2.4,0,991.7,1013.8,97
862,价寸,2021-07-20 11:00,28.1,85.1,2.4,0,991.7,1013.7,92.6
862,价寸,2021-07-20 12:00,28.3,38.9,2.5,0,991.4,1013.4,90.6
862,价寸,2021-07-20 13:00,28.5,59.5,3.2,0,991,1012.9,87.4
862,价寸,2021-07-20 14:00,28.5,61.6,3.4,0,990.9,1012.8,88
862,价寸,2021-07-20 15:00,28.5,43.5,2.7,0,990.5,1012.4,87.1
862,价寸,2021-07-20 16:00,27.5,36.9,2.4,0,990.5,1012.5,92
862,价寸,2021-07-20 17:00,27.3,43.2,2.2,0,990.1,1012.1,92.1
862,价寸,2021-07-20 18:00,26.7,38.8,1.6,0,989.9,1012,93.3
862,价寸,2021-07-20 19:00,26,49.5,2.4,0,989.8,1012,96.2
862,价寸,2021-07-20 20:00,25.4,49.5,1.8,0,990.1,1012.3,99.9
862,价寸,2021-07-20 21:00,24.9,93.5,.6,0,990.5,1012.8,99.9
862,价寸,2021-07-20 22:00,24.2,0,0,0,990.7,1012.9,99.9
862,价寸,2021-07-20 23:00,23.8,0,0,0,990.5,1012.7,99.9
862,价寸,2021-07-21 00:00,23.6,0,0,0,990.3,1012.5,99.9
862,价寸,2021-07-21 01:00,25,76.9,1.8,0,990.4,1012.7,99.9
862,价寸,2021-07-21 02:00,25.1,71.2,1.8,0,990.2,1012.5,99.9
862,价寸,2021-07-21 03:00,25.1,67.2,1.8,0,989.7,1012,99.9
862,价寸,2021-07-21 04:00,25.1,27.8,1.4,0,989.5,1011.7,99.9
862,价寸,2021-07-21 05:00,25.2,53.6,1.9,0,989.3,1011.5,99.9
862,价寸,2021-07-21 06:00,25.3,62.7,1.7,0,989.5,1011.7,99.9
862,价寸,2021-07-21 07:00,25.9,75.4,1.5,0,989.7,1011.9,99.9
862,价寸,2021-07-21 08:00,26.1,73.5,1.6,0,990,1012.2,99.6
862,价寸,2021-07-21 09:00,26.6,59.4,3.1,0,989.8,1011.9,99
862,价寸,2021-07-21 10:00,27.8,63.9,3.3,0,989.7,1011.7,93.8
862,价寸,2021-07-21 11:00,27.5,67.5,3.6,0,989.7,1011.7,94.8
862,价寸,2021-07-21 12:00,27.8,61,3.8,0,989.3,1011.3,92.2
862,价寸,2021-07-21 13:00,27.8,67.6,3.6,0,989,1011,90.7
862,价寸,2021-07-21 14:00,27.9,61.8,4,0,988.3,1010.2,90.8
862,价寸,2021-07-21 15:00,27.4,57.7,3.7,0,988.3,1010.3,92.3
862,价寸,2021-07-21 16:00,27.4,67.2,3.7,0,988.1,1010.1,93.5
862,价寸,2021-07-21 17:00,27.3,70.8,3.3,0,987.8,1009.8,92.7
862,价寸,2021-07-21 18:00,26.7,70.5,3.5,0,987.5,1009.5,94
862,价寸,2021-07-21 19:00,26.1,87.5,3.9,0,987.8,1009.9,96.3
862,价寸,2021-07-21 20:00,25.9,69.4,3,0,988.1,1010.2,99.1
862,价寸,2021-07-21 21:00,25.7,74.7,2.5,0,988.5,1010.7,99.9
862,价寸,2021-07-21 22:00,25.7,84.5,2.8,0,988.8,1011,99.9
862,价寸,2021-07-21 23:00,25.7,82.6,4.3,0,988.8,1011,99.9
862,价寸,2021-07-22 00:00,25.7,82.3,3.8,0,988.7,1010.9,99.9
862,价寸,2021-07-22 01:00,25.6,77.9,3.1,0,988.4,1010.6,99.9
862,价寸,2021-07-22 02:00,25.6,82.8,3.3,0,988.1,1010.3,99.9
862,价寸,2021-07-22 03:00,25.5,87.7,3,0,987.6,1009.8,99.9
862,价寸,2021-07-22 04:00,25.6,75.5,3,0,987.5,1009.7,99.9
862,价寸,2021-07-22 05:00,25.4,69.7,3.3,0,987.4,1009.6,99.9
862,价寸,2021-07-22 06:00,25.4,71.2,2.5,0,987.6,1009.8,99.9
862,价寸,2021-07-22 07:00,25.7,78.1,2.8,0,987.7,1009.8,99.9
862,价寸,2021-07-22 08:00,26.2,75.2,3,0,988,1010.1,97.2
862,价寸,2021-07-22 09:00,27.6,77.5,4.3,0,987.8,1009.8,93
862,价寸,2021-07-22 10:00,26.7,86.2,2.8,0,988.1,1010.2,95.5
862,价寸,2021-07-22 11:00,26.7,79.9,3,0,988,1010,96.4
862,价寸,2021-07-22 12:00,27.1,75.7,2.8,0,987.7,1009.7,95.4
862,价寸,2021-07-22 13:00,28.1,85,4.5,0,987.5,1009.4,87.3
862,价寸,2021-07-22 14:00,29.2,57,3.6,0,987.2,1009,83.4
862,价寸,2021-07-22 15:00,29.5,63.1,3.7,0,986.8,1008.5,81.4
862,价寸,2021-07-22 16:00,28,65.5,3.9,0,986.8,1008.7,88.4
862,价寸,2021-07-22 17:00,27.7,72.8,3.8,0,986.6,1008.5,87.5
862,价寸,2021-07-22 18:00,26.8,73.4,3.7,0,986.5,1008.5,88.1
862,价寸,2021-07-22 19:00,26.3,79.4,3.3,0,986.7,1008.8,94.7
862,价寸,2021-07-22 20:00,25.8,65.8,1.9,0,987,1009.1,99.7
862,价寸,2021-07-22 21:00,25.6,74.7,2.2,0,987.4,1009.5,99.9
862,价寸,2021-07-22 22:00,25.4,64.9,1.3,0,987.6,1009.8,99.9
862,价寸,2021-07-22 23:00,25.5,76.4,1.7,0,987.4,1009.6,99.9
862,价寸,2021-07-23 00:00,25.5,67,2.3,0,987,1009.1,99.9
862,价寸,2021-07-23 01:00,25.4,60.8,2.1,0,986.2,1008.3,99.9
862,价寸,2021-07-23 02:00,25.4,48.2,.8,0,985.9,1008,99.9
862,价寸,2021-07-23 03:00,25.4,70.9,2.7,0,985.7,1007.8,99.9
862,价寸,2021-07-23 04:00,25.5,80.5,3,0,985.7,1007.8,99.9
862,价寸,2021-07-23 05:00,25.4,66.5,2.5,0,985.8,1007.9,99.9
862,价寸,2021-07-23 06:00,25.3,74.1,2.4,0,986,1008.1,99.9
862,价寸,2021-07-23 07:00,25.6,64.1,1.7,0,986.5,1008.6,99.9
862,价寸,2021-07-23 08:00,25.8,60.1,2.7,0,986.8,1008.9,99.9
862,价寸,2021-07-23 09:00,26.6,65.3,3.4,0,987.3,1009.3,97
862,价寸,2021-07-23 10:00,26.4,71.9,3.1,0,987.3,1009.4,99.4
862,价寸,2021-07-23 11:00,26.3,60.4,3.1,0,987,1009.1,97.5
862,价寸,2021-07-23 12:00,26.7,58.3,2.7,0,986.5,1008.5,98
862,价寸,2021-07-23 13:00,27.4,85.5,3.9,0,986.3,1008.2,89.1
862,价寸,2021-07-23 14:00,26.6,69.7,2.7,0,985.9,1007.9,95.9
862,价寸,2021-07-23 15:00,27.5,67.5,3.4,0,985.8,1007.7,90.9
862,价寸,2021-07-23 16:00,27,78.5,2.9,0,985.3,1007.3,92
862,价寸,2021-07-23 17:00,26.5,84.3,3,0,985.1,1007.1,94.5
862,价寸,2021-07-23 18:00,26.2,88.8,2.8,0,985.1,1007.1,95
862,价寸,2021-07-23 19:00,25.7,95.1,2.2,0,985.1,1007.2,96.1
862,价寸,2021-07-23 20:00,25.5,57.5,2.2,0,985.1,1007.2,99.9
862,价寸,2021-07-23 21:00,25.7,75.5,2.3,0,985.3,1007.4,99.9
862,价寸,2021-07-23 22:00,25.4,85,2.5,0,985.3,1007.4,99.6
862,价寸,2021-07-23 23:00,25.4,77.5,.6,0,985.4,1007.5,99.9
862,价寸,2021-07-24 00:00,25.6,88.7,1.4,0,985.5,1007.6,99.9
862,价寸,2021-07-24 01:00,25.7,85.7,2,0,985.2,1007.3,99.9
862,价寸,2021-07-24 02:00,25.8,87.8,2.3,0,985.1,1007.2,99.9
862,价寸,2021-07-24 03:00,25.8,70.8,1.9,0,985,1007.1,99.9
862,价寸,2021-07-24 04:00,25.8,87.7,3,0,984.8,1006.9,99.9
862,价寸,2021-07-24 05:00,25.7,82.3,2.3,0,984.7,1006.8,99.9
862,价寸,2021-07-24 06:00,25.5,67.8,2.1,0,985.1,1007.2,99.9
862,价寸,2021-07-24 07:00,25.4,80.4,1.5,0,985.1,1007.2,99.9
862,价寸,2021-07-24 08:00,26.2,87.9,2.7,0,985.5,1007.5,97.3
862,价寸,2021-07-24 09:00,26.9,86.1,2.9,0,985.5,1007.5,94.8
862,价寸,2021-07-24 10:00,27.8,83.7,4.3,0,985.5,1007.4,89.3
862,价寸,2021-07-24 11:00,28.7,85.7,4.9,0,985.3,1007.1,84.7
862,价寸,2021-07-24 12:00,27.9,80.4,4,0,985.1,1007,88.5
862,价寸,2021-07-24 13:00,29.3,95.1,4.2,0,984.7,1006.4,82.5
862,价寸,2021-07-24 14:00,29.2,86.9,4.1,0,984.4,1006.1,85.5
862,价寸,2021-07-24 15:00,29,88.1,4.6,0,984.1,1005.8,86.1
862,价寸,2021-07-24 16:00,27.7,84.7,3.2,0,984,1005.9,90.3
862,价寸,2021-07-24 17:00,27,87.2,3.1,0,984,1005.9,91.4
862,价寸,2021-07-24 18:00,26.6,94.8,3.7,0,983.9,1005.9,94.1
862,价寸,2021-07-24 19:00,26,85.5,3.3,0,983.7,1005.7,96
862,价寸,2021-07-24 20:00,25.4,88.3,3.1,0,983.3,1005.4,98.2
862,价寸,2021-07-24 21:00,25.4,81.4,3.2,0,983.4,1005.5,98.6
862,价寸,2021-07-24 22:00,25.4,88.8,3.3,0,983.6,1005.7,96.8
862,价寸,2021-07-24 23:00,25.3,92.7,2.6,0,983.6,1005.7,99.3
862,价寸,2021-07-25 00:00,25.8,90.1,3.2,0,983.9,1005.9,99.3
862,价寸,2021-07-25 01:00,25.9,91.3,3.6,0,983.5,1005.5,99.9
862,价寸,2021-07-25 02:00,25.8,94.6,2.8,0,983,1005,99.9
862,价寸,2021-07-25 03:00,25.8,101,2.8,0,982.7,1004.7,99.2
862,价寸,2021-07-25 04:00,25.7,110.4,3.1,0,982.7,1004.7,99.9
862,价寸,2021-07-25 05:00,26,110.5,3.4,0,982.8,1004.8,94
862,价寸,2021-07-25 06:00,26.1,102.7,3.5,0,982.8,1004.8,90.6
862,价寸,2021-07-25 07:00,26.1,88,3.5,0,982.7,1004.7,95.8
862,价寸,2021-07-25 08:00,26.4,96.6,3.9,0,982.8,1004.8,92.1
862,价寸,2021-07-25 09:00,25.6,100.2,4.1,.5,983,1005,99.4
862,价寸,2021-07-25 10:00,25.9,99.2,4.6,0,982.8,1004.8,94.4
862,价寸,2021-07-25 11:00,25.8,101.5,4.3,.5,982.7,1004.7,95.6
862,价寸,2021-07-25 12:00,25.7,101.9,4.4,0,982.5,1004.5,95
862,价寸,2021-07-25 13:00,26.2,99.2,4.6,0,982.2,1004.2,90.2
862,价寸,2021-07-25 14:00,26.2,105.3,5.2,0,982,1004,89.8
862,价寸,2021-07-25 15:00,25.9,98.2,4,0,981.7,1003.7,91.8
862,价寸,2021-07-25 16:00,26.5,96,4.7,0,981.7,1003.6,88.3
862,价寸,2021-07-25 17:00,26.5,102.3,4.6,0,981.5,1003.4,88
862,价寸,2021-07-25 18:00,26.1,95.4,4.5,0,981.7,1003.7,89.2
862,价寸,2021-07-25 19:00,25.8,93.2,3.8,0,981.7,1003.7,89.7
862,价寸,2021-07-25 20:00,25.6,95.9,3.4,0,982.1,1004.1,90.6
862,价寸,2021-07-25 21:00,25.6,88.6,3.9,0,982.4,1004.4,94.3
862,价寸,2021-07-25 22:00,25.7,93.1,4,0,982.8,1004.8,95.1
862,价寸,2021-07-25 23:00,25.9,96.2,3.2,0,982.5,1004.5,87.3
862,价寸,2021-07-26 00:00,25.4,107.1,3.9,0,982.4,1004.5,95.6
862,价寸,2021-07-26 01:00,25.3,110.9,3.9,0,982,1004.1,96
862,价寸,2021-07-26 02:00,25.6,117.5,4.1,0,981.3,1003.3,94.4
862,价寸,2021-07-26 03:00,25.7,110.4,4.3,0,980.8,1002.8,92.8
862,价寸,2021-07-26 04:00,25.9,112.4,5,0,980.7,1002.7,89.9
862,价寸,2021-07-26 05:00,25.8,114.7,5.5,0,980.6,1002.6,93.7
862,价寸,2021-07-26 06:00,25.8,110.6,5.7,0,980.7,1002.7,91.9
862,价寸,2021-07-26 07:00,24.3,119.3,5.7,1.5,980.6,1002.5,99.9
862,价寸,2021-07-26 08:00,25.2,120.1,4.8,0,980.8,1002.8,99.9
862,价寸,2021-07-26 09:00,25.9,117.3,5.7,0,981,1003,95.3
862,价寸,2021-07-26 10:00,26.3,115.4,6.6,0,980.9,1002.8,93.7
862,价寸,2021-07-26 11:00,26,114.4,5.7,0,980.9,1002.9,96.4
862,价寸,2021-07-26 12:00,26.4,115.4,5.4,0,981.1,1003,94.6
862,价寸,2021-07-26 13:00,26.8,105.3,4.5,0,981,1002.9,92.9
862,价寸,2021-07-26 14:00,26.8,109.3,5.4,0,980.7,1002.6,91.1
862,价寸,2021-07-26 15:00,26.6,107.5,5.1,0,980.7,1002.6,91.4
862,价寸,2021-07-26 16:00,26.7,99.2,4.9,0,980.7,1002.6,92.2
862,价寸,2021-07-26 17:00,26.6,92.2,4.2,0,980.6,1002.5,92.8
862,价寸,2021-07-26 18:00,26.3,108.4,3.7,0,980.6,1002.5,91.4
862,价寸,2021-07-26 19:00,25.7,110.2,2.8,0,980.8,1002.8,94.1
862,价寸,2021-07-26 20:00,25,116.7,3.5,0,981.1,1003.2,97.3
862,价寸,2021-07-26 21:00,24.9,109.7,3.3,0,981.5,1003.6,98.8
862,价寸,2021-07-26 22:00,25.3,110.6,3.3,0,981.8,1003.9,97.1
862,价寸,2021-07-26 23:00,25.2,113.7,3.6,0,981.7,1003.8,97.5
862,价寸,2021-07-27 00:00,25,112.3,3.4,0,981.6,1003.7,96.9
862,价寸,2021-07-27 01:00,25.1,113.5,4.2,0,981.2,1003.3,98.7
862,价寸,2021-07-27 02:00,25.1,113.1,4.3,0,980.6,1002.6,95.8
862,价寸,2021-07-27 03:00,25.1,117,4.3,0,980.3,1002.3,96.6
862,价寸,2021-07-27 04:00,25,113.3,3.6,0,980.2,1002.2,99.9
862,价寸,2021-07-27 05:00,25,115.9,3.5,0,980.1,1002.1,99.9
862,价寸,2021-07-27 06:00,25.1,113.6,3.7,0,980.2,1002.2,99.9
862,价寸,2021-07-27 07:00,25.6,117.6,3.3,0,980.3,1002.3,99.9
862,价寸,2021-07-27 08:00,26.3,114.2,3.4,0,980.6,1002.5,93.9
862,价寸,2021-07-27 09:00,27.9,96.5,3.5,0,980.7,1002.5,89.5
862,价寸,2021-07-27 10:00,27.6,106.7,3.8,0,980.8,1002.6,85.9
862,价寸,2021-07-27 11:00,28.9,94.7,3.4,0,980.8,1002.5,84.4
862,价寸,2021-07-27 12:00,29,98.9,3.6,0,980.5,1002.1,82.4
862,价寸,2021-07-27 13:00,28.9,96.4,3.6,0,980.3,1002,82
862,价寸,2021-07-27 14:00,29.6,111.4,3.4,0,980.1,1001.8,78.9
862,价寸,2021-07-27 15:00,30,114.7,3.7,0,979.7,1001.4,78.4
862,价寸,2021-07-27 16:00,29.6,106.3,4,0,979.5,1001.2,74.6
862,价寸,2021-07-27 17:00,28.9,112,4.1,0,979.4,1001,76.3
862,价寸,2021-07-27 18:00,27.7,118.3,3.4,0,979.6,1001.4,82.4
862,价寸,2021-07-27 19:00,26.3,118.4,2.5,0,979.7,1001.6,89.4
862,价寸,2021-07-27 20:00,24.8,119.7,1.7,0,980.2,1002.3,96.1
862,价寸,2021-07-27 21:00,24.2,151.5,.8,0,980.4,1002.3,99.9
862,价寸,2021-07-27 22:00,24.4,122.9,.9,0,980.7,1002.6,99.6
862,价寸,2021-07-27 23:00,24.8,119.6,2.4,0,980.7,1002.8,99.9
862,价寸,2021-07-28 00:00,25,117.6,2.6,0,980.8,1002.9,99.9
862,价寸,2021-07-28 01:00,25.1,122.8,2.5,0,980.9,1003,99.9
862,价寸,2021-07-28 02:00,24.8,111.6,2.1,0,980.8,1002.9,99.9
862,价寸,2021-07-28 03:00,24.8,120.7,1.8,0,980.9,1003,99.9
862,价寸,2021-07-28 04:00,24.5,117.7,2,0,980.9,1002.8,99.9
862,价寸,2021-07-28 05:00,24,106.7,1.2,0,980.6,1002.6,99.9
862,价寸,2021-07-28 06:00,24.6,108.9,.6,0,981,1003.1,99.9
862,价寸,2021-07-28 07:00,25,98.7,.9,0,981.3,1003.4,99.9
862,价寸,2021-07-28 08:00,26.8,87,3.4,0,981.5,1003.4,96.6
862,价寸,2021-07-28 09:00,28,97.3,3.3,0,981.6,1003.4,86.7
862,价寸,2021-07-28 10:00,28.9,89.4,3.5,0,981.4,1003.1,83.4
862,价寸,2021-07-28 11:00,29.4,90.3,4.1,0,981.2,1002.8,82
862,价寸,2021-07-28 12:00,29.1,99.6,3.9,0,981.1,1002.8,86.1
862,价寸,2021-07-28 13:00,29.7,99.9,4.1,0,980.9,1002.6,80.8
862,价寸,2021-07-28 14:00,30.1,92.2,4.7,0,980.6,1002.3,78.3
862,价寸,2021-07-28 15:00,29.7,94,4.1,0,980.1,1001.8,81.3
862,价寸,2021-07-28 16:00,29.6,106.7,4.2,0,979.9,1001.6,79.8
862,价寸,2021-07-28 17:00,29.5,102.7,3.2,0,979.6,1001.2,83
862,价寸,2021-07-28 18:00,27.9,114.3,3.2,0,979.7,1001.4,83.3
862,价寸,2021-07-28 19:00,26.2,108.9,2.3,0,980,1001.9,91.4
862,价寸,2021-07-28 20:00,25,159.6,1.1,0,980.3,1002.4,98.1
862,价寸,2021-07-28 21:00,24.4,145.9,1.1,0,980.7,1002.6,99.9
862,价寸,2021-07-28 22:00,24.4,172.4,1.2,0,981.1,1003,99.9
862,价寸,2021-07-28 23:00,24.1,0,.3,0,981.2,1003.2,99.9
862,价寸,2021-07-29 00:00,24,170.5,.7,0,981.3,1003.3,99.9
862,价寸,2021-07-29 01:00,24,0,.1,0,981.2,1003.2,99.9
862,价寸,2021-07-29 02:00,23.6,0,.2,0,981.1,1003.1,99.9
862,价寸,2021-07-29 03:00,23.5,189.1,1.1,0,980.7,1002.7,99.9
862,价寸,2021-07-29 04:00,23.6,177.4,.9,0,980.5,1002.5,99.9
862,价寸,2021-07-29 05:00,24,157.8,1.1,0,980.6,1002.6,99.9
862,价寸,2021-07-29 06:00,24.1,0,.4,0,980.7,1002.7,99.9
862,价寸,2021-07-29 07:00,24.9,193.4,.6,0,981.1,1003.2,99.9
862,价寸,2021-07-29 08:00,26.7,121.4,2.8,0,981.1,1003,93.4
862,价寸,2021-07-29 09:00,26.9,130.2,2.9,0,981.2,1003.1,90.7
862,价寸,2021-07-29 10:00,28,128.3,2.5,0,981.2,1003,84
862,价寸,2021-07-29 11:00,29.7,115.1,3.2,0,980.9,1002.6,80.2
862,价寸,2021-07-29 12:00,28.9,113.5,4,0,980.5,1002.2,80.2
862,价寸,2021-07-29 13:00,29.4,115.4,3.9,0,980.4,1002,78.7
862,价寸,2021-07-29 14:00,29.3,113.5,3.5,0,980.1,1001.7,75.6
862,价寸,2021-07-29 15:00,29.7,115.1,3.1,0,980,1001.7,81.4
862,价寸,2021-07-29 16:00,29.8,121.3,2.8,0,979.8,1001.5,79.3
862,价寸,2021-07-29 17:00,28.4,130.7,2.6,0,979.7,1001.4,81.2
862,价寸,2021-07-29 18:00,27.3,130.2,2.6,0,979.5,1001.3,85.6
862,价寸,2021-07-29 19:00,25.9,147.3,1.3,0,979.9,1001.8,91.9
862,价寸,2021-07-29 20:00,24.8,170.2,1.2,0,980.2,1002.3,97.4
862,价寸,2021-07-29 21:00,24.3,144.1,1.6,0,980.2,1002.1,99.9
862,价寸,2021-07-29 22:00,24.3,0,.4,0,980.7,1002.6,99.9
862,价寸,2021-07-29 23:00,23.3,211.2,1.9,0,980.4,1002.4,98.7
862,价寸,2021-07-30 00:00,23,110.3,.9,0,979.9,1002,99.9
862,价寸,2021-07-30 01:00,23.2,201.7,1.3,0,979.9,1002,90.9
862,价寸,2021-07-30 02:00,22.9,173.3,1.7,0,980.1,1002.2,92.6
862,价寸,2021-07-30 03:00,23.7,203.5,2,0,980.2,1002.2,93.2
862,价寸,2021-07-30 04:00,22,0,.4,0,980.2,1002.4,91.7
862,价寸,2021-07-30 05:00,21,0,0,0,980,1002.3,97.6
862,价寸,2021-07-30 06:00,21.3,158.2,.7,0,980.3,1002.6,99.9
862,价寸,2021-07-30 07:00,24.5,118.6,2.6,0,980.1,1002,98.2
862,价寸,2021-07-30 08:00,26.6,181.1,1.8,0,980.1,1002,91.8
862,价寸,2021-07-30 09:00,28.3,162.6,2.9,0,980,1001.7,85.5
862,价寸,2021-07-30 10:00,29.2,136.5,3.5,0,979.9,1001.5,84.5
862,价寸,2021-07-30 11:00,29.1,177.6,3.3,0,979.7,1001.3,83.3
862,价寸,2021-07-30 12:00,29.9,181.6,2.6,0,979.5,1001.2,82.1
862,价寸,2021-07-30 13:00,27.6,210.2,2.8,0,979.6,1001.4,91.4
862,价寸,2021-07-30 14:00,27.3,173.8,1.7,0,979.4,1001.2,90.8
862,价寸,2021-07-30 15:00,26.1,140.1,2.5,2.5,979.1,1001,99.9
862,价寸,2021-07-30 16:00,26.5,150.1,2.1,.5,978.9,1000.8,99.9
862,价寸,2021-07-30 17:00,26.8,144.5,1.8,0,978.6,1000.4,99.9
862,价寸,2021-07-30 18:00,26.5,134.9,2,0,978.5,1000.4,99.9
862,价寸,2021-07-30 19:00,26.5,117.1,.7,.5,978.6,1000.5,99.9
862,价寸,2021-07-30 20:00,26.5,116.7,1.9,0,979,1000.9,99.9
862,价寸,2021-07-30 21:00,26.7,211.2,1.7,0,979.3,1001.2,99.9
862,价寸,2021-07-30 22:00,26.5,128.7,2.2,0,979.6,1001.5,99.9
862,价寸,2021-07-30 23:00,26.7,215.3,1,0,979.6,1001.5,99.9
862,价寸,2021-07-31 00:00,26.7,198.7,.9,0,979.6,1001.5,99.9
862,价寸,2021-07-31 01:00,26.7,0,.3,0,979.5,1001.4,99.9
862,价寸,2021-07-31 02:00,24.8,222.6,4.5,19.5,979.9,1002,99.9
862,价寸,2021-07-31 03:00,25,0,0,31,979.1,1001.1,99.9
862,价寸,2021-07-31 04:00,25.4,237,.7,14,978.9,1000.9,99.9
862,价寸,2021-07-31 05:00,25.3,0,0,.5,979.1,1001.1,99.9
862,价寸,2021-07-31 06:00,25.2,0,.1,0,979.4,1001.4,99.9
862,价寸,2021-07-31 07:00,25.4,0,0,.5,979.9,1001.9,99.9
862,价寸,2021-07-31 08:00,26.2,0,0,0,980.2,1002.1,99.9
862,价寸,2021-07-31 09:00,27,106,.8,0,980.2,1002,99.9
862,价寸,2021-07-31 10:00,27.8,0,.2,0,979.9,1001.7,95.6
862,价寸,2021-07-31 11:00,29.5,39.2,1.4,0,979.7,1001.3,93
862,价寸,2021-07-31 12:00,28.3,69,1.9,1.5,979.5,1001.2,98.9
862,价寸,2021-07-31 13:00,25.9,279.1,2.2,33.5,979.2,1001.1,99.9
862,价寸,2021-07-31 14:00,25.4,0,.3,10.5,979.1,1001.1,99.9
862,价寸,2021-07-31 15:00,26.4,271.5,.6,5,979.1,1001,99.9
862,价寸,2021-07-31 16:00,27,0,0,0,978.9,1000.7,99.9
862,价寸,2021-07-31 17:00,27.4,0,0,0,978.6,1000.4,99.6
862,价寸,2021-07-31 18:00,26.9,264.6,.9,2,978.6,1000.4,99.9
862,价寸,2021-07-31 19:00,26.2,238.1,.6,.5,978.7,1000.6,99.9
